STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
California,Kaiser Foundation Hospital - San Jose,San Jose,95119,Primary Stroke Center,The Joint Commission,47,37.2339875,-121.7958345,
California,Kaiser Foundation Hospital - San Francisco,San Francisco,94115,Primary Stroke Center,The Joint Commission,36,37.784895,-122.435125,
California,Kaiser Foundation Hospital - San Diego,San Diego,92120,Primary Stroke Center,The Joint Commission,283,32.789755,-117.092905,
California,Kaiser Foundation Hospital - Sacramento,Sacramento,95825,Comprehensive Stroke Center,The Joint Commission,130,38.599395,-121.40509,
California,Kaiser Foundation Hospital - Roseville,Roseville,95661,Primary Stroke Center,The Joint Commission,383,38.7255449,-121.251449,
California,Kaiser Foundation Hospital - Riverside,Riverside,92505,Primary Stroke Center,The Joint Commission,267,33.914765,-117.488795,
California,Kaiser Foundation Hospital - Redwood City,Redwood City,94063,Comprehensive Stroke Center,The Joint Commission,128,37.48549,-122.223965,
California,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,94611,Primary Stroke Center,The Joint Commission,370,37.82624,-122.249975,
California,Kaiser Foundation Hospital - Manteca/Modesto,Manteca,95337,Primary Stroke Center,The Joint Commission,245,37.79307,-121.226665,
California,Kaiser Foundation Hospital - Los Angeles,Los Angeles,90027,Comprehensive Stroke Center,The Joint Commission,138,34.10482,-118.287425,
California,Kaiser Foundation Hospital - Fresno,Fresno,93720,Primary Stroke Center,The Joint Commission,369,36.86059,-119.742145,
California,Kaiser Foundation Hospital - Fremont Medical Center,Fremont,94538,Primary Stroke Center,The Joint Commission,290,37.532945,-121.96163,
California,Kaiser Foundation Hospital - Fontana,Fontana,92335,Primary Stroke Center,The Joint Commission,1,34.0825604,-117.4568971,
California,Kaiser Foundation Hospital - Downey Medical Center,Downey,90242,Primary Stroke Center,The Joint Commission,10,33.92098,-118.140225,
California,Kaiser Foundation Hospital - Antioch,Antioch,94531,Primary Stroke Center,The Joint Commission,374,37.9735155,-121.7693551,
California,John Muir Medical Center -- Walnut Creek Campus,Walnut Creek,94598,Comprehensive Stroke Center,The Joint Commission,129,37.91304,-122.04078,
California,John Muir Medical Center - Concord Campus,Concord,94520,Primary Stroke Center,The Joint Commission,304,37.9825,-122.03321,
California,John F Kennedy Memorial Hospital,Indio,92201,Primary Stroke Center,The Joint Commission,292,33.70676,-116.23402,
California,Huntington Beach Hospital,Huntington Beach,92647,Primary Stroke Center,The Joint Commission,291,33.70399,-117.98774,
California,Hoag Memorial Hospital Presbyterian,Newport Beach,92658,Comprehensive Stroke Center,DNV GL,19,33.63918,-117.8647,
California,Hoag Hospital Irvine,Irvine,92618,Primary Stroke Center,DNV GL,21,33.6613,-117.77204,
California,Henry Mayo Newhall Memorial Hospital,Valencia,91355,Primary Stroke Center,The Joint Commission,87,34.3907219,-118.5525377,
California,Hemet Valley Medical Center,Hemet,92543,Primary Stroke Center,HFAP,68,33.7511,-116.96062,
California,"HDMC Holdings, L. L. C.",Joshua Tree,92252,Acute Stroke Ready Hospital             ,The Joint Commission,123,34.137445,-116.31351,
California,Hazel Hawkins Memorial Hospital,Hollister,95023,Acute Stroke Ready Hospital             ,The Joint Commission,121,36.83492,-121.38624,
California,Hanford Community Hospital,Hanford,93230,Primary Stroke Center,The Joint Commission,288,36.327645,-119.642595,
California,Grossmont Hospital Corporation,La Mesa,91942,Primary Stroke Center,The Joint Commission,33,32.7665506,-117.0315458,
California,Grossmont Hospital Corporation,La Mesa,91942,Comprehensive Stroke Center,The Joint Commission,146,32.7665506,-117.0315458,
California,Good Samaritan Hospital,San Jose,95124,Comprehensive Stroke Center,The Joint Commission,133,37.25221,-121.94665,
California,Garfield Medical Center,Monterey Park,91754,Primary Stroke Center,The Joint Commission,13,34.06852,-118.1238,
California,Garden Grove Hospital and Medical Center,Garden Grove,92843,Primary Stroke Center,The Joint Commission,296,33.769375,-117.948535,
California,Fresno Community Hospital and Medical Center,Fresno,93721,Primary Stroke Center,The Joint Commission,302,36.736415,-119.78656,
California,French Hospital Medical Center,San Luis Obispo,93401,Primary Stroke Center,The Joint Commission,48,35.27838,-120.65064,
California,Fountain Valley Regional Hospital and Medical Center,Fountain Valley,92708,Thrombectomy Capable Stroke Center,The Joint Commission,395,33.71504,-117.93592,
California,Enloe Medical Center,Chico,95926,Primary Stroke Center,The Joint Commission,300,39.74162,-121.85101,
California,Encino Hospital Medical Center,Encino,91436,Primary Stroke Center,The Joint Commission,376,34.15748,-118.48672,
California,Emanate Health Medical Center,Covina,91723,Primary Stroke Center,The Joint Commission,218,34.08533,-117.885825,
California,Emanate Health Foothill Presbyterian Hospital,Glendora,91741,Acute Stroke Ready Hospital             ,The Joint Commission,124,34.13289,-117.87124,
California,El Camino Hospital,Mountain View,94040,Primary Stroke Center,The Joint Commission,279,37.36880981,-122.0817853,
California,El Camino Hospital,Mountain View,94040,Thrombectomy Capable Stroke Center,The Joint Commission,397,37.36880981,-122.0817853,
California,Eisenhower Medical Center,Rancho Mirage,92270,Primary Stroke Center,The Joint Commission,43,33.76465,-116.40555,
California,Doctors Medical Center of Modesto,Modesto,95350,Primary Stroke Center,The Joint Commission,254,37.66539,-120.99742,
California,Doctors Hospital of Riverside,Riverside,92503,Primary Stroke Center,The Joint Commission,6,33.91394,-117.45492,
California,Doctors Hospital of Manteca,Manteca,95336,Primary Stroke Center,The Joint Commission,25,37.80158,-121.19752,
California,"Dignity Health, Dominican Hospital Santa Cruz",Santa Cruz,95065,Primary Stroke Center,The Joint Commission,271,36.99016,-121.98357,
California,Dignity Health St. Mary's Medical Center,San Francisco,94117,Primary Stroke Center,The Joint Commission,39,37.77368,-122.45426,
California,Dignity Health Sequoia Hospital,Redwood City,94062,Primary Stroke Center,The Joint Commission,233,37.4801,-122.25392,
California,Dignity Health Northridge Haospital Medical Center,Northridge,91328,Thrombectomy Capable Stroke Center,The Joint Commission,390,34.22062,-118.53203,
California,Dignity Health,Los Angeles,90015,Primary Stroke Center,The Joint Commission,42,34.0372,-118.26562,
California,Dignity Health,Redding,96001,Primary Stroke Center,The Joint Commission,44,40.58254,-122.391535,
California,Dignity Health,San Bernardino,92404,Primary Stroke Center,The Joint Commission,52,34.15852,-117.25683,
California,Dignity Community Care,Sacramento,95823,Primary Stroke Center,The Joint Commission,217,38.490743,-121.4563889,
California,Dignity Community Care,Glendale,91204,Primary Stroke Center,The Joint Commission,297,34.13713,-118.260785,
California,Dignity Community Care,Woodland,95695,Primary Stroke Center,The Joint Commission,371,38.675605,-121.773945,
California,Desert Regional Medical Center,Palm Springs,92262,Comprehensive Stroke Center,DNV GL,28,33.83835,-116.54484,
California,Dameron Hospital Association,Stockton,95203,Primary Stroke Center,The Joint Commission,244,37.96149,-121.301,
California,County of Los Angeles Auditor Controller,Los Angeles,90033,Primary Stroke Center,The Joint Commission,29,34.0462143,-118.2195397,
California,Corona Regional Medical Center,Corona,92882,Primary Stroke Center,The Joint Commission,305,33.87303,-117.56711,
California,Community Memorial Hospital of San Buenaventura,Ventura,93003,Primary Stroke Center,DNV GL,16,34.26657,-119.21962,
California,Community Hospital of the Monterey Peninsula,Monterey,93940,Primary Stroke Center,The Joint Commission,298,36.5789,-121.91362,
California,Coast Plaza Doctors Hospital,Norwalk,90650,Primary Stroke Center,The Joint Commission,384,33.9056604,-118.0788454,
California,Chapman Global Medical Center,Orange,92869,Primary Stroke Center,HFAP,67,33.78855,-117.82636,
California,CHA Hollywood Presbyterian Medical Center,Los Angeles,90027,Primary Stroke Center,The Joint Commission,277,34.09579,-118.29152,
California,Centinela Hospital Medical Center,Inglewood,90301,Primary Stroke Center,The Joint Commission,293,33.95076,-118.34827,
California,Cedars-Sinai Health System,Los Angeles,90048,Comprehensive Stroke Center,The Joint Commission,144,34.076055,-118.377725,
California,California Pacific Medical Center-Van Ness Campus,San Francisco,94109,Primary Stroke Center,The Joint Commission,269,37.790105,-122.42059,
California,California Pacific Medical Center- Davies Campus,San Francisco,94117,Primary Stroke Center,The Joint Commission,380,37.768785,-122.44892,
California,Beverly Hospital,Montebello,90640,Primary Stroke Center,DNV GL,400,34.01501,-118.10063,
California,Bakersfield Memorial Hospital,Bakersfield,93301,Thrombectomy Capable Stroke Center,The Joint Commission,394,35.39194,-119.00678,
California,Arrowhead Regional Medical Center,Colton,92324,Primary Stroke Center,HFAP,65,34.07402,-117.35179,
California,Antelope Valley Hospital,Lancaster,93534,Primary Stroke Center,The Joint Commission,284,34.6878,-118.15798,
California,Anahein Global Medical Center,Anaheim,2805,Primary Stroke Center,HFAP,64,33.81966,-117.90969,
California,Alvarado Hospital Medical Center,San Diego,92120,Primary Stroke Center,The Joint Commission,53,32.77629,-117.0573,
California,Alameda Health System,Alameda,94501,Primary Stroke Center,The Joint Commission,2,37.76319,-122.25402,
California,Adventist Health Glendale,Glendale,91206,Comprehensive Stroke Center,DNV GL,26,34.1511,-118.22985,
Colorado,Valley View Hospital,Glenwood Springs,81601,Acute Stroke Ready,The Joint Commission,161,39.53227,-107.32251,
Colorado,University of Colorado Hospital Authority,Aurora,80045,Comprehensive Stroke Center,The Joint Commission,160,39.74194,-104.84147,
Colorado,UCHealth Pikes Peak Regional Hospital,Woodland Park,80863,Acute Stroke Ready,DNV GL,159,38.97394,-105.07432,
Colorado,UCHealth Memorial Hospital North,Colorado Springs,80920,Acute Stroke Ready,DNV GL,158,38.96805,-104.75323,
Colorado,UCHealth Memorial Hospital Central,Colorado Springs,80909,Comprehensive Stroke Center,DNV GL,102,38.83938,-104.79915,
Colorado,UCHealth Grandview Hospital,Colorado Springs,80918,Acute Stroke Ready,DNV GL,101,38.91125,-104.81657,
Colorado,UC Health Longs Peak Hospital,Longmont,80504,Primary Stroke Center,The Joint Commission,100,40.16165,-105.05831,
Colorado,Swedish Medical Center,Englewood,80113,Comprehensive Stroke Center,The Joint Commission,99,39.65396,-104.98117,
Colorado,St. Mary's Hospital and Medical Center,Grand Junction,81501,Primary Stroke Center,The Joint Commission,98,39.070335,-108.56534,
Colorado,St. Anthony North Health Campus,Westminster,80023,Primary Stroke Center,The Joint Commission,97,39.95579,-104.99198,
Colorado,St. Anthony Hospital,Lakewood,80228,Comprehensive Stroke Center,The Joint Commission,96,39.71622,-105.13005,
Colorado,Sky Ridge Medical Center,Lone Tree,80124,Thrombectomy Capable Stroke Center,The Joint Commission,95,39.5292,-104.872,
Colorado,Saint Joseph Hospital,Denver,80218,Primary Stroke Center,The Joint Commission,94,39.74603,-104.97109,
Colorado,Rose Medical Center,Denver,80220,Primary Stroke Center,The Joint Commission,93,39.73305,-104.93445,
Colorado,Presbyterian / St. Luke's Medical Center,Denver,80128,Primary Stroke Center,The Joint Commission,92,39.74658,-104.96672,
Colorado,Poudre Valley Hospital,Fort Collins,80524,Primary Stroke Center,The Joint Commission,91,40.57176,-105.05557,
Colorado,Platte Valley Medical Center,Brighton,80601,Primary Stroke Center,The Joint Commission,90,39.96438,-104.76896,
Colorado,Penrose St. Francis Health Services,Colorado Springs,80907,Primary Stroke Center,The Joint Commission,89,38.86559,-104.82181,
Colorado,Parkview Medical Center,Pueblo,81003,Primary Stroke Center,The Joint Commission,88,38.28184,-104.61257,
Colorado,Parker Adventist Hospital,Parker,80138,Primary Stroke Center,The Joint Commission,86,39.54891,-104.77116,
Colorado,North Suburban Medical Center,Thornton,80229,Primary Stroke Center,The Joint Commission,85,39.86312,-104.98486,
Colorado,North Colorado Medical Center,Greeley,80631,Primary Stroke Center,The Joint Commission,84,40.41481,-104.70891,
Colorado,Medical Center of the Rockies,Loveland,80538,Primary Stroke Center,The Joint Commission,83,40.41553,-104.99798,
Colorado,Medical Center of Aurora,Aurora,80012,Primary Stroke Center,The Joint Commission,82,39.6902,-104.83236,
Colorado,Lutheran Medical Center,Wheatridge,80122,Comprehensive Stroke Center,DNV GL,80,39.76783,-105.08892,
Colorado,Longmont United Hospital,Longmont,80501,Primary Stroke Center,The Joint Commission,79,40.18225,-105.12573,
Colorado,Littleton Adventist Hospital,Littleton,80122,Comprehensive Stroke Center,DNV GL,78,39.57628,-104.98581,
Colorado,Good Samaritan Medical Center,Lafayette,80026,Primary Stroke Center,The Joint Commission,77,39.97063,-105.08555,
Colorado,Centura Health Porter Adventist,Denver,80210,Primary Stroke Center,The Joint Commission,76,39.67005,-104.97489,
Colorado,Castle Rock Adventist Hospital,Castle Rock,80109,Primary Stroke Center,The Joint Commission,75,39.40568,-104.88528,
Colorado,Boulder Community Health Foothills,Boulder,80301,Primary Stroke Center,The Joint Commission,74,40.01607,-105.23634,
Colorado,Avista Adventist Hospital,Louisville,80027,Primary Stroke Center,The Joint Commission,73,39.95178,-105.15112,
Connecticut,Yale New Haven Hospital (York St. Campus),New Haven,6510,Comprehensive Stroke Center ,The Joint Commission,193,41.30429,-72.93515,
Connecticut,Yale New Haven Hospital (St. Rafael Campus),New Haven,6510,Primary Stroke Center,The Joint Commission,192,41.31029,-72.94355,
Connecticut,Windham Community Memorial Hospital,Willimantic,6226,Primary Stroke Center,The Joint Commission,191,41.713555,-72.212485,
Connecticut,Waterbury Hospital,Waterbury,6708,Primary Stroke Center,The Joint Commission,190,41.55965,-73.05846,
Connecticut,UCONN John Dempsey Hospital ,Farmington,6030,Primary Stroke Center,The Joint Commission,189,41.73094,-72.79001,
Connecticut,THOCC - New Britain General,New Britain,6050,Primary Stroke Center,The Joint Commission,188,41.66605,-72.776335,
Connecticut,THOCC - Bradley General,Southington,6489,Primary Stroke Center,The Joint Commission,187,41.59992,-72.883575,
Connecticut,The William W. Backus Hospital,Norwich,6360,Primary Stroke Center,The Joint Commission,186,41.5285037,-72.07566,
Connecticut,Stamford Hospital,Stamford,6904,Primary Stroke Center,The Joint Commission,185,41.05641,-73.540405,
Connecticut,St. Vincent's Medical Center,Bridgeport,6606,Primary Stroke Center,The Joint Commission,184,41.20054,-73.20287,
Connecticut,St. Mary's Hospital,Waterbury,6706,Primary Stroke Center,The Joint Commission,183,41.536995,-73.031355,
Connecticut,St. Francis Hospital & Medical Center,Hartford,6105,Primary Stroke Center,The Joint Commission,182,41.77495,-72.69782,
Connecticut,Sharon Hospital,Sharon,6069,Primary Stroke Center,HFAP,181,41.88021,-73.4818,
Connecticut,Rockville General Hospital,Vernon Rockville,6066,Primary Stroke Center,The Joint Commission,180,41.86683,-72.45073,
Connecticut,Norwalk Hospital,Norwalk,6856,Primary Stroke Center,The Joint Commission,179,41.11175,-73.42007,
Connecticut,MidState Medical Center,Meriden,6451,Primary Stroke Center,The Joint Commission,178,41.55015,-72.80358,
Connecticut,Middlesex Hospital ,Middletown,6457,Primary Stroke Center,The Joint Commission,177,41.558585,-72.65263,
Connecticut,Manchester Memorial Hospital,Manchester,6040,Primary Stroke Center,The Joint Commission,176,41.78185,-72.5259,
