,State,Hospital,City,Zip Code,Designation/Certification,Certifying Organization,ObjectId,lat,long,Unnamed: 9,STATE
228,California,Lakewood Regional Medical Center,Lakewood,90712,Primary Stroke Center Plus,DNV GL,72,33.85978,-118.14823999999999,,06
229,California,Kern Medical Center,Bakersfield,93306,Primary Stroke Center,The Joint Commission,8,35.38258,-118.97213,,06
230,California,Kaweah Delta Health Care District,Visalia,93291,Primary Stroke Center,The Joint Commission,367,36.327490000000004,-119.29418000000001,,06
231,California,"Kaiser Foundation Hospitals, Panorama City Medical Center",Panorama City,91402,Primary Stroke Center,The Joint Commission,365,34.221505,-118.45316000000001,,06
232,California,Kaiser Foundation Hospitals-Baldwin Park Medical Center,Baldwin Park,91706,Primary Stroke Center,The Joint Commission,373,34.085035,-117.96626,,06
233,California,Kaiser Foundation Hospital-San Leandro,San Leandro,94577,Primary Stroke Center,The Joint Commission,386,37.720729999999996,-122.156425,,06
234,California,Kaiser Foundation Hospital-Orange County-Anaheim,Anaheim,92806,Primary Stroke Center,The Joint Commission,3,33.85426,-117.86527,,06
235,California,Kaiser Foundation Hospital-Moreno Valley Medical Center,Moreno Valley,92555,Primary Stroke Center,The Joint Commission,378,33.93843,-117.201105,,06
236,California,Kaiser Foundation Hospital South San Francisco,South San Francisco,94080,Primary Stroke Center,The Joint Commission,240,37.653995,-122.41306999999999,,06
237,California,Kaiser Foundation Hospital and Rehabilitation Center-Vallejo,Vallejo,94589,Primary Stroke Center,The Joint Commission,363,38.149895,-122.261195,,06
238,California,Kaiser Foundation Hospital - Woodland Hills,Woodland Hills,91367,Primary Stroke Center,The Joint Commission,372,34.18284,-118.59576499999999,,06
239,California,Kaiser Foundation Hospital - West Los Angeles,Los Angeles,90034,Primary Stroke Center,The Joint Commission,294,34.0365131,-118.38242029999999,,06
240,California,Kaiser Foundation Hospital - Walnut Creek,Walnut Creek,94596,Primary Stroke Center,The Joint Commission,215,37.90057,-122.062725,,06
241,California,Kaiser Foundation Hospital - Vacaville,Vacaville,95688,Primary Stroke Center,The Joint Commission,377,38.35541,-121.99343999999999,,06
242,California,Kaiser Foundation Hospital - South Sacramento,Sacramento,95823,Primary Stroke Center,The Joint Commission,273,38.490743,-121.4563889,,06
243,California,Kaiser Foundation Hospital - South Bay,Harbor City,90710,Primary Stroke Center,The Joint Commission,289,33.793884999999996,-118.2975,,06
244,California,Kaiser Foundation Hospital - Santa Rosa,Santa Rosa,95403,Primary Stroke Center,The Joint Commission,275,38.46815,-122.76270500000001,,06
245,California,Kaiser Foundation Hospital - Santa Clara,Santa Clara,95051,Primary Stroke Center,The Joint Commission,57,37.35245,-121.987385,,06
246,California,Kaiser Foundation Hospital - San Rafael,San Rafael,94903,Primary Stroke Center,The Joint Commission,55,38.012395,-122.543135,,06
247,California,Kaiser Foundation Hospital - San Jose,San Jose,95119,Primary Stroke Center,The Joint Commission,47,37.2339875,-121.7958345,,06
248,California,Kaiser Foundation Hospital - San Francisco,San Francisco,94115,Primary Stroke Center,The Joint Commission,36,37.784895,-122.435125,,06
249,California,Kaiser Foundation Hospital - San Diego,San Diego,92120,Primary Stroke Center,The Joint Commission,283,32.789755,-117.092905,,06
250,California,Kaiser Foundation Hospital - Sacramento,Sacramento,95825,Comprehensive Stroke Center,The Joint Commission,130,38.599395,-121.40508999999999,,06
251,California,Kaiser Foundation Hospital - Roseville,Roseville,95661,Primary Stroke Center,The Joint Commission,383,38.725544899999996,-121.251449,,06
252,California,Kaiser Foundation Hospital - Riverside,Riverside,92505,Primary Stroke Center,The Joint Commission,267,33.914765,-117.488795,,06
253,California,Kaiser Foundation Hospital - Redwood City,Redwood City,94063,Comprehensive Stroke Center,The Joint Commission,128,37.485490000000006,-122.22396499999999,,06
254,California,Kaiser Foundation Hospital - Oakland/Richmond,Oakland,94611,Primary Stroke Center,The Joint Commission,370,37.826240000000006,-122.249975,,06
255,California,Kaiser Foundation Hospital - Manteca/Modesto,Manteca,95337,Primary Stroke Center,The Joint Commission,245,37.79307,-121.226665,,06
256,California,Kaiser Foundation Hospital - Los Angeles,Los Angeles,90027,Comprehensive Stroke Center,The Joint Commission,138,34.104820000000004,-118.287425,,06
257,California,Kaiser Foundation Hospital - Fresno,Fresno,93720,Primary Stroke Center,The Joint Commission,369,36.86059,-119.742145,,06
258,California,Kaiser Foundation Hospital - Fremont Medical Center,Fremont,94538,Primary Stroke Center,The Joint Commission,290,37.532945,-121.96163,,06
259,California,Kaiser Foundation Hospital - Fontana,Fontana,92335,Primary Stroke Center,The Joint Commission,1,34.0825604,-117.45689709999999,,06
260,California,Kaiser Foundation Hospital - Downey Medical Center,Downey,90242,Primary Stroke Center,The Joint Commission,10,33.92098,-118.140225,,06
261,California,Kaiser Foundation Hospital - Antioch,Antioch,94531,Primary Stroke Center,The Joint Commission,374,37.973515500000005,-121.7693551,,06
262,California,John Muir Medical Center -- Walnut Creek Campus,Walnut Creek,94598,Comprehensive Stroke Center,The Joint Commission,129,37.91304,-122.04078,,06
263,California,John Muir Medical Center - Concord Campus,Concord,94520,Primary Stroke Center,The Joint Commission,304,37.9825,-122.03321000000001,,06
264,California,John F Kennedy Memorial Hospital,Indio,92201,Primary Stroke Center,The Joint Commission,292,33.706759999999996,-116.23402,,06
265,California,Huntington Beach Hospital,Huntington Beach,92647,Primary Stroke Center,The Joint Commission,291,33.703990000000005,-117.98773999999999,,06
266,California,Hoag Memorial Hospital Presbyterian,Newport Beach,92658,Comprehensive Stroke Center,DNV GL,19,33.639179999999996,-117.8647,,06
267,California,Hoag Hospital Irvine,Irvine,92618,Primary Stroke Center,DNV GL,21,33.6613,-117.77203999999999,,06
268,California,Henry Mayo Newhall Memorial Hospital,Valencia,91355,Primary Stroke Center,The Joint Commission,87,34.390721899999996,-118.55253770000002,,06
269,California,Hemet Valley Medical Center,Hemet,92543,Primary Stroke Center,HFAP,68,33.7511,-116.96061999999999,,06
270,California,"HDMC Holdings, L. L. C.",Joshua Tree,92252,Acute Stroke Ready Hospital             ,The Joint Commission,123,34.137445,-116.31351000000001,,06
271,California,Hazel Hawkins Memorial Hospital,Hollister,95023,Acute Stroke Ready Hospital             ,The Joint Commission,121,36.834920000000004,-121.38623999999999,,06
272,California,Hanford Community Hospital,Hanford,93230,Primary Stroke Center,The Joint Commission,288,36.327645000000004,-119.642595,,06
273,California,Grossmont Hospital Corporation,La Mesa,91942,Primary Stroke Center,The Joint Commission,33,32.7665506,-117.03154579999999,,06
274,California,Grossmont Hospital Corporation,La Mesa,91942,Comprehensive Stroke Center,The Joint Commission,146,32.7665506,-117.03154579999999,,06
275,California,Good Samaritan Hospital,San Jose,95124,Comprehensive Stroke Center,The Joint Commission,133,37.25221,-121.94665,,06
276,California,Garfield Medical Center,Monterey Park,91754,Primary Stroke Center,The Joint Commission,13,34.06852,-118.1238,,06
277,California,Garden Grove Hospital and Medical Center,Garden Grove,92843,Primary Stroke Center,The Joint Commission,296,33.769375,-117.948535,,06
278,California,Fresno Community Hospital and Medical Center,Fresno,93721,Primary Stroke Center,The Joint Commission,302,36.736415,-119.78656000000001,,06
279,California,French Hospital Medical Center,San Luis Obispo,93401,Primary Stroke Center,The Joint Commission,48,35.27838,-120.65064,,06
280,California,Fountain Valley Regional Hospital and Medical Center,Fountain Valley,92708,Thrombectomy Capable Stroke Center,The Joint Commission,395,33.71504,-117.93592,,06
281,California,Enloe Medical Center,Chico,95926,Primary Stroke Center,The Joint Commission,300,39.741620000000005,-121.85101,,06
282,California,Encino Hospital Medical Center,Encino,91436,Primary Stroke Center,The Joint Commission,376,34.15748,-118.48671999999999,,06
283,California,Emanate Health Medical Center,Covina,91723,Primary Stroke Center,The Joint Commission,218,34.08533,-117.885825,,06
284,California,Emanate Health Foothill Presbyterian Hospital,Glendora,91741,Acute Stroke Ready Hospital             ,The Joint Commission,124,34.13289,-117.87123999999999,,06
285,California,El Camino Hospital,Mountain View,94040,Primary Stroke Center,The Joint Commission,279,37.36880981,-122.08178529999999,,06
286,California,El Camino Hospital,Mountain View,94040,Thrombectomy Capable Stroke Center,The Joint Commission,397,37.36880981,-122.08178529999999,,06
287,California,Eisenhower Medical Center,Rancho Mirage,92270,Primary Stroke Center,The Joint Commission,43,33.76465,-116.40555,,06
288,California,Doctors Medical Center of Modesto,Modesto,95350,Primary Stroke Center,The Joint Commission,254,37.66539,-120.99741999999999,,06
289,California,Doctors Hospital of Riverside,Riverside,92503,Primary Stroke Center,The Joint Commission,6,33.913940000000004,-117.45492,,06
290,California,Doctors Hospital of Manteca,Manteca,95336,Primary Stroke Center,The Joint Commission,25,37.80158,-121.19752,,06
291,California,"Dignity Health, Dominican Hospital Santa Cruz",Santa Cruz,95065,Primary Stroke Center,The Joint Commission,271,36.990159999999996,-121.98357,,06
292,California,Dignity Health St. Mary's Medical Center,San Francisco,94117,Primary Stroke Center,The Joint Commission,39,37.77368,-122.45426,,06
293,California,Dignity Health Sequoia Hospital,Redwood City,94062,Primary Stroke Center,The Joint Commission,233,37.4801,-122.25392,,06
294,California,Dignity Health Northridge Haospital Medical Center,Northridge,91328,Thrombectomy Capable Stroke Center,The Joint Commission,390,34.220620000000004,-118.53203,,06
295,California,Dignity Health,Los Angeles,90015,Primary Stroke Center,The Joint Commission,42,34.0372,-118.26562,,06
296,California,Dignity Health,Redding,96001,Primary Stroke Center,The Joint Commission,44,40.58254,-122.391535,,06
297,California,Dignity Health,San Bernardino,92404,Primary Stroke Center,The Joint Commission,52,34.15852,-117.25683000000001,,06
298,California,Dignity Community Care,Sacramento,95823,Primary Stroke Center,The Joint Commission,217,38.490743,-121.4563889,,06
299,California,Dignity Community Care,Glendale,91204,Primary Stroke Center,The Joint Commission,297,34.13713,-118.26078500000001,,06
300,California,Dignity Community Care,Woodland,95695,Primary Stroke Center,The Joint Commission,371,38.675605,-121.773945,,06
301,California,Desert Regional Medical Center,Palm Springs,92262,Comprehensive Stroke Center,DNV GL,28,33.83835,-116.54484,,06
302,California,Dameron Hospital Association,Stockton,95203,Primary Stroke Center,The Joint Commission,244,37.961490000000005,-121.301,,06
303,California,County of Los Angeles Auditor Controller,Los Angeles,90033,Primary Stroke Center,The Joint Commission,29,34.046214299999995,-118.21953970000001,,06
304,California,Corona Regional Medical Center,Corona,92882,Primary Stroke Center,The Joint Commission,305,33.87303,-117.56711000000001,,06
305,California,Community Memorial Hospital of San Buenaventura,Ventura,93003,Primary Stroke Center,DNV GL,16,34.26657,-119.21961999999999,,06
306,California,Community Hospital of the Monterey Peninsula,Monterey,93940,Primary Stroke Center,The Joint Commission,298,36.5789,-121.91362,,06
307,California,Coast Plaza Doctors Hospital,Norwalk,90650,Primary Stroke Center,The Joint Commission,384,33.9056604,-118.07884540000002,,06
308,California,Chapman Global Medical Center,Orange,92869,Primary Stroke Center,HFAP,67,33.78855,-117.82636000000001,,06
309,California,CHA Hollywood Presbyterian Medical Center,Los Angeles,90027,Primary Stroke Center,The Joint Commission,277,34.09579,-118.29151999999999,,06
310,California,Centinela Hospital Medical Center,Inglewood,90301,Primary Stroke Center,The Joint Commission,293,33.950759999999995,-118.34827,,06
311,California,Cedars-Sinai Health System,Los Angeles,90048,Comprehensive Stroke Center,The Joint Commission,144,34.076055,-118.377725,,06
312,California,California Pacific Medical Center-Van Ness Campus,San Francisco,94109,Primary Stroke Center,The Joint Commission,269,37.790105,-122.42058999999999,,06
313,California,California Pacific Medical Center- Davies Campus,San Francisco,94117,Primary Stroke Center,The Joint Commission,380,37.768785,-122.44892,,06
314,California,Beverly Hospital,Montebello,90640,Primary Stroke Center,DNV GL,400,34.01501,-118.10063000000001,,06
315,California,Bakersfield Memorial Hospital,Bakersfield,93301,Thrombectomy Capable Stroke Center,The Joint Commission,394,35.391940000000005,-119.00678,,06
316,California,Arrowhead Regional Medical Center,Colton,92324,Primary Stroke Center,HFAP,65,34.074020000000004,-117.35179,,06
317,California,Antelope Valley Hospital,Lancaster,93534,Primary Stroke Center,The Joint Commission,284,34.6878,-118.15798000000001,,06
318,California,Anahein Global Medical Center,Anaheim,2805,Primary Stroke Center,HFAP,64,33.81966,-117.90969,,06
319,California,Alvarado Hospital Medical Center,San Diego,92120,Primary Stroke Center,The Joint Commission,53,32.77629,-117.0573,,06
320,California,Alameda Health System,Alameda,94501,Primary Stroke Center,The Joint Commission,2,37.76319,-122.25402,,06
321,California,Adventist Health Glendale,Glendale,91206,Comprehensive Stroke Center,DNV GL,26,34.1511,-118.22985,,06
322,Colorado,Valley View Hospital,Glenwood Springs,81601,Acute Stroke Ready,The Joint Commission,161,39.532270000000004,-107.32251000000001,,08
323,Colorado,University of Colorado Hospital Authority,Aurora,80045,Comprehensive Stroke Center,The Joint Commission,160,39.74194,-104.84147,,08
324,Colorado,UCHealth Pikes Peak Regional Hospital,Woodland Park,80863,Acute Stroke Ready,DNV GL,159,38.97394,-105.07432,,08
325,Colorado,UCHealth Memorial Hospital North,Colorado Springs,80920,Acute Stroke Ready,DNV GL,158,38.96805,-104.75323,,08
326,Colorado,UCHealth Memorial Hospital Central,Colorado Springs,80909,Comprehensive Stroke Center,DNV GL,102,38.83938,-104.79915,,08
327,Colorado,UCHealth Grandview Hospital,Colorado Springs,80918,Acute Stroke Ready,DNV GL,101,38.91125,-104.81657,,08
328,Colorado,UC Health Longs Peak Hospital,Longmont,80504,Primary Stroke Center,The Joint Commission,100,40.16165,-105.05831,,08
329,Colorado,Swedish Medical Center,Englewood,80113,Comprehensive Stroke Center,The Joint Commission,99,39.65396,-104.98116999999999,,08
330,Colorado,St. Mary's Hospital and Medical Center,Grand Junction,81501,Primary Stroke Center,The Joint Commission,98,39.070335,-108.56533999999999,,08
331,Colorado,St. Anthony North Health Campus,Westminster,80023,Primary Stroke Center,The Joint Commission,97,39.95579,-104.99198,,08
332,Colorado,St. Anthony Hospital,Lakewood,80228,Comprehensive Stroke Center,The Joint Commission,96,39.71622,-105.13005,,08
333,Colorado,Sky Ridge Medical Center,Lone Tree,80124,Thrombectomy Capable Stroke Center,The Joint Commission,95,39.5292,-104.87200000000001,,08
334,Colorado,Saint Joseph Hospital,Denver,80218,Primary Stroke Center,The Joint Commission,94,39.74603,-104.97108999999999,,08
335,Colorado,Rose Medical Center,Denver,80220,Primary Stroke Center,The Joint Commission,93,39.73305,-104.93445,,08
336,Colorado,Presbyterian / St. Luke's Medical Center,Denver,80128,Primary Stroke Center,The Joint Commission,92,39.74658,-104.96672,,08
337,Colorado,Poudre Valley Hospital,Fort Collins,80524,Primary Stroke Center,The Joint Commission,91,40.57176,-105.05556999999999,,08
338,Colorado,Platte Valley Medical Center,Brighton,80601,Primary Stroke Center,The Joint Commission,90,39.96438,-104.76895999999999,,08
339,Colorado,Penrose St. Francis Health Services,Colorado Springs,80907,Primary Stroke Center,The Joint Commission,89,38.865590000000005,-104.82181,,08
340,Colorado,Parkview Medical Center,Pueblo,81003,Primary Stroke Center,The Joint Commission,88,38.28184,-104.61256999999999,,08
